geoName,interest,date
geoName,interest,date
Roanoke-Lynchburg VA,16,2019-05-27
Rochester MN-Mason City IA-Austin MN,8,2019-05-27
Rochester NY,10,2019-05-27
Rockford IL,23,2019-05-27
Sacramento-Stockton-Modesto CA,11,2019-05-27
Salisbury MD,13,2019-05-27
Salt Lake City UT,5,2019-05-27
San Angelo TX,18,2019-05-27
San Antonio TX,3,2019-05-27
San Diego CA,8,2019-05-27
San Francisco-Oakland-San Jose CA,7,2019-05-27
Santa Barbara-Santa Maria-San Luis Obispo CA,7,2019-05-27
Savannah GA,8,2019-05-27
Seattle-Tacoma WA,15,2019-05-27
Sioux Falls(Mitchell) SD,10,2019-05-27
South Bend-Elkhart IN,11,2019-05-27
Spokane WA,7,2019-05-27
Springfield-Holyoke MA,8,2019-05-27
St. Louis MO,6,2019-05-27
Syracuse NY,6,2019-05-27
Tallahassee FL-Thomasville GA,9,2019-05-27
Tampa-St. Petersburg (Sarasota) FL,12,2019-05-27
Terre Haute IN,12,2019-05-27
Toledo OH,9,2019-05-27
Topeka KS,15,2019-05-27
Traverse City-Cadillac MI,11,2019-05-27
Tri-Cities TN-VA,5,2019-05-27
Tucson (Sierra Vista) AZ,9,2019-05-27
Tulsa OK,10,2019-05-27
Tyler-Longview(Lufkin & Nacogdoches) TX,5,2019-05-27
Utica NY,13,2019-05-27
Washington DC (Hagerstown MD),11,2019-05-27
Watertown NY,14,2019-05-27
Wausau-Rhinelander WI,27,2019-05-27
West Palm Beach-Ft. Pierce FL,11,2019-05-27
Wheeling WV-Steubenville OH,24,2019-05-27
Wichita-Hutchinson KS,9,2019-05-27
Wilkes Barre-Scranton PA,10,2019-05-27
Wilmington NC,5,2019-05-27
Yakima-Pasco-Richland-Kennewick WA,4,2019-05-27
Youngstown OH,5,2019-05-27
Yuma AZ-El Centro CA,10,2019-05-27
Albany GA,30,2019-06-03
Albany-Schenectady-Troy NY,6,2019-06-03
Albuquerque-Santa Fe NM,6,2019-06-03
Amarillo TX,20,2019-06-03
Anchorage AK,18,2019-06-03
Atlanta GA,5,2019-06-03
Augusta GA,13,2019-06-03
Austin TX,7,2019-06-03
Bakersfield CA,25,2019-06-03
Baltimore MD,5,2019-06-03
Bangor ME,25,2019-06-03
Bend OR,36,2019-06-03
"Billings, MT",35,2019-06-03
Birmingham AL,4,2019-06-03
Boise ID,10,2019-06-03
Boston MA-Manchester NH,9,2019-06-03
Buffalo NY,8,2019-06-03
Burlington VT-Plattsburgh NY,16,2019-06-03
Butte-Bozeman MT,39,2019-06-03
Cedar Rapids-Waterloo-Iowa City & Dubuque IA,23,2019-06-03
Champaign & Springfield-Decatur IL,10,2019-06-03
Charleston SC,8,2019-06-03
Charlotte NC,4,2019-06-03
Charlottesville VA,33,2019-06-03
Chattanooga TN,9,2019-06-03
Cheyenne WY-Scottsbluff NE,61,2019-06-03
Chicago IL,6,2019-06-03
Cincinnati OH,4,2019-06-03
Cleveland-Akron (Canton) OH,7,2019-06-03
Columbia SC,16,2019-06-03
Columbus GA,31,2019-06-03
Columbus OH,4,2019-06-03
Columbus-Tupelo-West Point MS,30,2019-06-03
Corpus Christi TX,16,2019-06-03
Dallas-Ft. Worth TX,5,2019-06-03
Dayton OH,15,2019-06-03
Denver CO,7,2019-06-03
Des Moines-Ames IA,15,2019-06-03
Detroit MI,6,2019-06-03
Duluth MN-Superior WI,23,2019-06-03
El Paso TX,9,2019-06-03
Erie PA,37,2019-06-03
Eugene OR,28,2019-06-03
Evansville IN,15,2019-06-03
Fargo-Valley City ND,15,2019-06-03
Flint-Saginaw-Bay City MI,16,2019-06-03
Florence-Myrtle Beach SC,21,2019-06-03
Fresno-Visalia CA,6,2019-06-03
Ft. Myers-Naples FL,19,2019-06-03
Ft. Smith-Fayetteville-Springdale-Rogers AR,10,2019-06-03
Gainesville FL,31,2019-06-03
Grand Rapids-Kalamazoo-Battle Creek MI,11,2019-06-03
Green Bay-Appleton WI,8,2019-06-03
Greensboro-High Point-Winston Salem NC,7,2019-06-03
Greenville-New Bern-Washington NC,20,2019-06-03
Greenville-Spartanburg SC-Asheville NC-Anderson SC,8,2019-06-03
Harlingen-Weslaco-Brownsville-McAllen TX,7,2019-06-03
Harrisburg-Lancaster-Lebanon-York PA,6,2019-06-03
Hartford & New Haven CT,6,2019-06-03
Honolulu HI,13,2019-06-03
Houston TX,5,2019-06-03
Huntsville-Decatur (Florence) AL,18,2019-06-03
Indianapolis IN,3,2019-06-03
Jacksonville FL,5,2019-06-03
Johnstown-Altoona PA,48,2019-06-03
Kansas City MO,6,2019-06-03
Knoxville TN,14,2019-06-03
Lafayette IN,71,2019-06-03
Lake Charles LA,37,2019-06-03
Lansing MI,25,2019-06-03
Laredo TX,37,2019-06-03
Las Vegas NV,3,2019-06-03
Lexington KY,7,2019-06-03
Lima OH,69,2019-06-03
Lincoln & Hastings-Kearney NE,13,2019-06-03
Little Rock-Pine Bluff AR,6,2019-06-03
Los Angeles CA,6,2019-06-03
Louisville KY,8,2019-06-03
Lubbock TX,21,2019-06-03
Madison WI,7,2019-06-03
Memphis TN,10,2019-06-03
Miami-Ft. Lauderdale FL,7,2019-06-03
Milwaukee WI,5,2019-06-03
Minneapolis-St. Paul MN,8,2019-06-03
Mobile AL-Pensacola (Ft. Walton Beach) FL,9,2019-06-03
Monterey-Salinas CA,15,2019-06-03
Montgomery (Selma) AL,17,2019-06-03
Nashville TN,8,2019-06-03
New Orleans LA,8,2019-06-03
New York NY,5,2019-06-03
Norfolk-Portsmouth-Newport News VA,7,2019-06-03
Odessa-Midland TX,18,2019-06-03
Oklahoma City OK,9,2019-06-03
Omaha NE,5,2019-06-03
Orlando-Daytona Beach-Melbourne FL,7,2019-06-03
Ottumwa IA-Kirksville MO,100,2019-06-03
Palm Springs CA,20,2019-06-03
Parkersburg WV,72,2019-06-03
Peoria-Bloomington IL,13,2019-06-03
Philadelphia PA,6,2019-06-03
Phoenix AZ,8,2019-06-03
Pittsburgh PA,10,2019-06-03
Portland OR,22,2019-06-03
Portland-Auburn ME,18,2019-06-03
Providence RI-New Bedford MA,12,2019-06-03
Raleigh-Durham (Fayetteville) NC,9,2019-06-03
Rapid City SD,37,2019-06-03
Reno NV,11,2019-06-03
Richmond-Petersburg VA,12,2019-06-03
Roanoke-Lynchburg VA,15,2019-06-03
Rochester NY,7,2019-06-03
Rockford IL,19,2019-06-03
Sacramento-Stockton-Modesto CA,7,2019-06-03
Salisbury MD,30,2019-06-03
Salt Lake City UT,5,2019-06-03
San Antonio TX,4,2019-06-03
San Diego CA,7,2019-06-03
San Francisco-Oakland-San Jose CA,12,2019-06-03
Santa Barbara-Santa Maria-San Luis Obispo CA,10,2019-06-03
Savannah GA,34,2019-06-03
Seattle-Tacoma WA,15,2019-06-03
Shreveport LA,12,2019-06-03
Sioux City IA,27,2019-06-03
Sioux Falls(Mitchell) SD,29,2019-06-03
South Bend-Elkhart IN,11,2019-06-03
Spokane WA,12,2019-06-03
Springfield MO,9,2019-06-03
Springfield-Holyoke MA,23,2019-06-03
St. Joseph MO,94,2019-06-03
St. Louis MO,5,2019-06-03
Syracuse NY,11,2019-06-03
Tallahassee FL-Thomasville GA,12,2019-06-03
Tampa-St. Petersburg (Sarasota) FL,9,2019-06-03
Toledo OH,8,2019-06-03
Traverse City-Cadillac MI,32,2019-06-03
Tri-Cities TN-VA,13,2019-06-03
Tucson (Sierra Vista) AZ,15,2019-06-03
Tulsa OK,9,2019-06-03
Tyler-Longview(Lufkin & Nacogdoches) TX,22,2019-06-03
Utica NY,36,2019-06-03
Waco-Temple-Bryan TX,8,2019-06-03
Washington DC (Hagerstown MD),8,2019-06-03
Wausau-Rhinelander WI,30,2019-06-03
West Palm Beach-Ft. Pierce FL,14,2019-06-03
Wheeling WV-Steubenville OH,36,2019-06-03
Wichita-Hutchinson KS,8,2019-06-03
Wilkes Barre-Scranton PA,7,2019-06-03
Wilmington NC,15,2019-06-03
Yakima-Pasco-Richland-Kennewick WA,17,2019-06-03
Youngstown OH,15,2019-06-03
Albany-Schenectady-Troy NY,5,2019-06-10
Albuquerque-Santa Fe NM,3,2019-06-10
Alpena MI,100,2019-06-10
Amarillo TX,8,2019-06-10
Anchorage AK,13,2019-06-10
Atlanta GA,3,2019-06-10
Augusta GA,10,2019-06-10
Austin TX,3,2019-06-10
Bakersfield CA,5,2019-06-10
Baltimore MD,2,2019-06-10
Bangor ME,27,2019-06-10
Baton Rouge LA,4,2019-06-10
Beaumont-Port Arthur TX,9,2019-06-10
Bend OR,14,2019-06-10
"Billings, MT",13,2019-06-10
Birmingham AL,2,2019-06-10
Boise ID,6,2019-06-10
Boston MA-Manchester NH,3,2019-06-10
Buffalo NY,2,2019-06-10
Burlington VT-Plattsburgh NY,4,2019-06-10
Butte-Bozeman MT,46,2019-06-10
Cedar Rapids-Waterloo-Iowa City & Dubuque IA,4,2019-06-10
Champaign & Springfield-Decatur IL,4,2019-06-10
Charleston SC,6,2019-06-10
Charleston-Huntington WV,4,2019-06-10
Charlotte NC,2,2019-06-10
Charlottesville VA,13,2019-06-10
Chattanooga TN,4,2019-06-10
Cheyenne WY-Scottsbluff NE,23,2019-06-10
Chicago IL,3,2019-06-10
Cincinnati OH,2,2019-06-10
Cleveland-Akron (Canton) OH,3,2019-06-10
Colorado Springs-Pueblo CO,3,2019-06-10
Columbia SC,3,2019-06-10
Columbus GA,8,2019-06-10
Columbus OH,5,2019-06-10
Dallas-Ft. Worth TX,2,2019-06-10
Dayton OH,3,2019-06-10
Denver CO,3,2019-06-10
Des Moines-Ames IA,4,2019-06-10
Detroit MI,3,2019-06-10
Dothan AL,15,2019-06-10
El Paso TX,9,2019-06-10
Elmira NY,15,2019-06-10
Erie PA,9,2019-06-10
Eugene OR,7,2019-06-10
Evansville IN,7,2019-06-10
Fairbanks AK,53,2019-06-10
Flint-Saginaw-Bay City MI,6,2019-06-10
Florence-Myrtle Beach SC,4,2019-06-10
Fresno-Visalia CA,4,2019-06-10
Ft. Myers-Naples FL,6,2019-06-10
Ft. Wayne IN,10,2019-06-10
Grand Rapids-Kalamazoo-Battle Creek MI,3,2019-06-10
Great Falls MT,25,2019-06-10
Green Bay-Appleton WI,9,2019-06-10
Greensboro-High Point-Winston Salem NC,4,2019-06-10
Greenville-New Bern-Washington NC,6,2019-06-10
Greenville-Spartanburg SC-Asheville NC-Anderson SC,2,2019-06-10
Harlingen-Weslaco-Brownsville-McAllen TX,2,2019-06-10
Harrisburg-Lancaster-Lebanon-York PA,4,2019-06-10
Harrisonburg VA,15,2019-06-10
Hartford & New Haven CT,2,2019-06-10
Honolulu HI,4,2019-06-10
Houston TX,1,2019-06-10
Huntsville-Decatur (Florence) AL,3,2019-06-10
Idaho Falls-Pocatello ID,9,2019-06-10
Indianapolis IN,2,2019-06-10
Jackson MS,4,2019-06-10
Jacksonville FL,4,2019-06-10
Johnstown-Altoona PA,9,2019-06-10
Kansas City MO,3,2019-06-10
Knoxville TN,4,2019-06-10
Laredo TX,14,2019-06-10
Las Vegas NV,3,2019-06-10
Lexington KY,3,2019-06-10
Lincoln & Hastings-Kearney NE,6,2019-06-10
Little Rock-Pine Bluff AR,2,2019-06-10
Los Angeles CA,2,2019-06-10
Louisville KY,5,2019-06-10
Macon GA,6,2019-06-10
Madison WI,4,2019-06-10
Mankato MN,24,2019-06-10
Marquette MI,19,2019-06-10
Medford-Klamath Falls OR,25,2019-06-10
Memphis TN,2,2019-06-10
Miami-Ft. Lauderdale FL,1,2019-06-10
Milwaukee WI,3,2019-06-10
Minneapolis-St. Paul MN,2,2019-06-10
Minot-Bismarck-Dickinson(Williston) ND,9,2019-06-10
Mobile AL-Pensacola (Ft. Walton Beach) FL,4,2019-06-10
Monterey-Salinas CA,17,2019-06-10
Nashville TN,4,2019-06-10
New Orleans LA,6,2019-06-10
New York NY,2,2019-06-10
Norfolk-Portsmouth-Newport News VA,2,2019-06-10
Oklahoma City OK,2,2019-06-10
Omaha NE,2,2019-06-10
Orlando-Daytona Beach-Melbourne FL,3,2019-06-10
Paducah KY-Cape Girardeau MO-Harrisburg-Mount Vernon IL,5,2019-06-10
Palm Springs CA,8,2019-06-10
Parkersburg WV,28,2019-06-10
Peoria-Bloomington IL,5,2019-06-10
Philadelphia PA,3,2019-06-10
Phoenix AZ,4,2019-06-10
Pittsburgh PA,4,2019-06-10
Portland OR,3,2019-06-10
Portland-Auburn ME,5,2019-06-10
Providence RI-New Bedford MA,4,2019-06-10
Quincy IL-Hannibal MO-Keokuk IA,34,2019-06-10
Raleigh-Durham (Fayetteville) NC,3,2019-06-10
Rapid City SD,14,2019-06-10
Reno NV,10,2019-06-10
Richmond-Petersburg VA,4,2019-06-10
Rochester NY,4,2019-06-10
Sacramento-Stockton-Modesto CA,4,2019-06-10
Salisbury MD,7,2019-06-10
Salt Lake City UT,1,2019-06-10
San Angelo TX,19,2019-06-10
San Antonio TX,2,2019-06-10
San Diego CA,2,2019-06-10
San Francisco-Oakland-San Jose CA,2,2019-06-10
Santa Barbara-Santa Maria-San Luis Obispo CA,7,2019-06-10
Savannah GA,6,2019-06-10
Seattle-Tacoma WA,3,2019-06-10
Shreveport LA,7,2019-06-10
Spokane WA,3,2019-06-10
Springfield MO,3,2019-06-10
Springfield-Holyoke MA,4,2019-06-10
St. Louis MO,2,2019-06-10
Syracuse NY,3,2019-06-10
Tallahassee FL-Thomasville GA,4,2019-06-10
Tampa-St. Petersburg (Sarasota) FL,2,2019-06-10
Terre Haute IN,25,2019-06-10
Topeka KS,8,2019-06-10
Traverse City-Cadillac MI,6,2019-06-10
Tri-Cities TN-VA,8,2019-06-10
Tucson (Sierra Vista) AZ,3,2019-06-10
Tulsa OK,4,2019-06-10
Utica NY,13,2019-06-10
Waco-Temple-Bryan TX,4,2019-06-10
Washington DC (Hagerstown MD),3,2019-06-10
West Palm Beach-Ft. Pierce FL,4,2019-06-10
Wichita Falls TX & Lawton OK,9,2019-06-10
Wichita-Hutchinson KS,9,2019-06-10
Wilkes Barre-Scranton PA,4,2019-06-10
Wilmington NC,6,2019-06-10
Yakima-Pasco-Richland-Kennewick WA,5,2019-06-10
Youngstown OH,6,2019-06-10
Zanesville OH,47,2019-06-10
Albany-Schenectady-Troy NY,6,2019-06-17
Albuquerque-Santa Fe NM,6,2019-06-17
Anchorage AK,23,2019-06-17
Atlanta GA,3,2019-06-17
Austin TX,10,2019-06-17
Bakersfield CA,16,2019-06-17
Baltimore MD,4,2019-06-17
Bangor ME,22,2019-06-17
Bend OR,33,2019-06-17
Binghamton NY,24,2019-06-17
Birmingham AL,5,2019-06-17
Boise ID,9,2019-06-17
Boston MA-Manchester NH,5,2019-06-17
Buffalo NY,5,2019-06-17
Burlington VT-Plattsburgh NY,26,2019-06-17
Butte-Bozeman MT,34,2019-06-17
Cedar Rapids-Waterloo-Iowa City & Dubuque IA,8,2019-06-17
Champaign & Springfield-Decatur IL,9,2019-06-17
Charleston SC,14,2019-06-17
Charleston-Huntington WV,9,2019-06-17
Charlotte NC,5,2019-06-17
Charlottesville VA,29,2019-06-17
Chicago IL,4,2019-06-17
Chico-Redding CA,16,2019-06-17
Cincinnati OH,3,2019-06-17
Clarksburg-Weston WV,39,2019-06-17
Cleveland-Akron (Canton) OH,4,2019-06-17
Colorado Springs-Pueblo CO,7,2019-06-17
Columbia-Jefferson City MO,17,2019-06-17
Columbus GA,28,2019-06-17
Columbus OH,6,2019-06-17
Dallas-Ft. Worth TX,3,2019-06-17
Davenport IA-Rock Island-Moline IL,44,2019-06-17
Dayton OH,7,2019-06-17
Denver CO,2,2019-06-17
Des Moines-Ames IA,6,2019-06-17
Detroit MI,2,2019-06-17
Eugene OR,23,2019-06-17
Flint-Saginaw-Bay City MI,7,2019-06-17
Florence-Myrtle Beach SC,9,2019-06-17
Ft. Myers-Naples FL,6,2019-06-17
Ft. Smith-Fayetteville-Springdale-Rogers AR,9,2019-06-17
Ft. Wayne IN,23,2019-06-17
Grand Rapids-Kalamazoo-Battle Creek MI,3,2019-06-17
Green Bay-Appleton WI,7,2019-06-17
Greensboro-High Point-Winston Salem NC,7,2019-06-17
Greenville-New Bern-Washington NC,9,2019-06-17
Greenville-Spartanburg SC-Asheville NC-Anderson SC,4,2019-06-17
Harlingen-Weslaco-Brownsville-McAllen TX,6,2019-06-17
Harrisburg-Lancaster-Lebanon-York PA,6,2019-06-17
Hartford & New Haven CT,6,2019-06-17
Helena MT,100,2019-06-17
Honolulu HI,5,2019-06-17
Houston TX,2,2019-06-17
Indianapolis IN,2,2019-06-17
Jackson MS,18,2019-06-17
Jacksonville FL,10,2019-06-17
Joplin MO-Pittsburg KS,25,2019-06-17
Juneau AK,94,2019-06-17
Kansas City MO,3,2019-06-17
Knoxville TN,5,2019-06-17
La Crosse-Eau Claire WI,15,2019-06-17
Lafayette IN,59,2019-06-17
Lafayette LA,16,2019-06-17
Lansing MI,11,2019-06-17
Las Vegas NV,4,2019-06-17
Lexington KY,6,2019-06-17
Lima OH,61,2019-06-17
Lincoln & Hastings-Kearney NE,11,2019-06-17
Los Angeles CA,4,2019-06-17
Louisville KY,4,2019-06-17
Mankato MN,57,2019-06-17
Medford-Klamath Falls OR,17,2019-06-17
Memphis TN,4,2019-06-17
Miami-Ft. Lauderdale FL,3,2019-06-17
Milwaukee WI,2,2019-06-17
Minneapolis-St. Paul MN,4,2019-06-17
Minot-Bismarck-Dickinson(Williston) ND,19,2019-06-17
Mobile AL-Pensacola (Ft. Walton Beach) FL,5,2019-06-17
Monroe LA-El Dorado AR,26,2019-06-17
Monterey-Salinas CA,10,2019-06-17
Montgomery (Selma) AL,14,2019-06-17
Nashville TN,6,2019-06-17
New York NY,4,2019-06-17
Norfolk-Portsmouth-Newport News VA,6,2019-06-17
Oklahoma City OK,4,2019-06-17
Omaha NE,9,2019-06-17
Orlando-Daytona Beach-Melbourne FL,3,2019-06-17
Ottumwa IA-Kirksville MO,84,2019-06-17
Paducah KY-Cape Girardeau MO-Harrisburg-Mount Vernon IL,10,2019-06-17
Palm Springs CA,19,2019-06-17
Panama City FL,17,2019-06-17
Peoria-Bloomington IL,17,2019-06-17
Philadelphia PA,4,2019-06-17
Phoenix AZ,4,2019-06-17
Pittsburgh PA,9,2019-06-17
Portland OR,6,2019-06-17
Portland-Auburn ME,6,2019-06-17
Providence RI-New Bedford MA,5,2019-06-17
Raleigh-Durham (Fayetteville) NC,6,2019-06-17
Richmond-Petersburg VA,9,2019-06-17
Roanoke-Lynchburg VA,6,2019-06-17
Rochester MN-Mason City IA-Austin MN,19,2019-06-17
Rochester NY,6,2019-06-17
Sacramento-Stockton-Modesto CA,3,2019-06-17
Salisbury MD,29,2019-06-17
Salt Lake City UT,4,2019-06-17
San Angelo TX,43,2019-06-17
San Diego CA,5,2019-06-17
San Francisco-Oakland-San Jose CA,4,2019-06-17
Santa Barbara-Santa Maria-San Luis Obispo CA,15,2019-06-17
Savannah GA,7,2019-06-17
Seattle-Tacoma WA,5,2019-06-17
Shreveport LA,10,2019-06-17
South Bend-Elkhart IN,19,2019-06-17
Spokane WA,7,2019-06-17
Springfield MO,8,2019-06-17
St. Louis MO,5,2019-06-17
Syracuse NY,15,2019-06-17
Tallahassee FL-Thomasville GA,21,2019-06-17
Tampa-St. Petersburg (Sarasota) FL,5,2019-06-17
Topeka KS,18,2019-06-17
Traverse City-Cadillac MI,14,2019-06-17
Tucson (Sierra Vista) AZ,8,2019-06-17
Tulsa OK,22,2019-06-17
Tyler-Longview(Lufkin & Nacogdoches) TX,13,2019-06-17
Waco-Temple-Bryan TX,7,2019-06-17
Washington DC (Hagerstown MD),7,2019-06-17
Wausau-Rhinelander WI,18,2019-06-17
West Palm Beach-Ft. Pierce FL,3,2019-06-17
Wichita-Hutchinson KS,7,2019-06-17
Wilkes Barre-Scranton PA,8,2019-06-17
Wilmington NC,13,2019-06-17
Yakima-Pasco-Richland-Kennewick WA,12,2019-06-17
Yuma AZ-El Centro CA,27,2019-06-17
Albany-Schenectady-Troy NY,12,2019-06-24
Albuquerque-Santa Fe NM,4,2019-06-24
Atlanta GA,4,2019-06-24
Augusta GA,11,2019-06-24
Austin TX,4,2019-06-24
Bakersfield CA,11,2019-06-24
Baltimore MD,7,2019-06-24
Bangor ME,41,2019-06-24
Baton Rouge LA,18,2019-06-24
Biloxi-Gulfport MS,20,2019-06-24
Birmingham AL,7,2019-06-24
Boston MA-Manchester NH,8,2019-06-24
Buffalo NY,6,2019-06-24
Burlington VT-Plattsburgh NY,16,2019-06-24
Butte-Bozeman MT,34,2019-06-24
Casper-Riverton WY,59,2019-06-24
Charleston SC,7,2019-06-24
Charleston-Huntington WV,9,2019-06-24
Charlotte NC,5,2019-06-24
Charlottesville VA,29,2019-06-24
Chattanooga TN,8,2019-06-24
Chicago IL,6,2019-06-24
Chico-Redding CA,16,2019-06-24
Cincinnati OH,6,2019-06-24
Cleveland-Akron (Canton) OH,5,2019-06-24
Colorado Springs-Pueblo CO,7,2019-06-24
Columbia SC,27,2019-06-24
Columbia-Jefferson City MO,35,2019-06-24
Columbus OH,9,2019-06-24
Dallas-Ft. Worth TX,6,2019-06-24
Davenport IA-Rock Island-Moline IL,11,2019-06-24
Dayton OH,16,2019-06-24
Denver CO,7,2019-06-24
Des Moines-Ames IA,6,2019-06-24
Detroit MI,6,2019-06-24
Duluth MN-Superior WI,19,2019-06-24
El Paso TX,12,2019-06-24
Erie PA,21,2019-06-24
Eugene OR,17,2019-06-24
Eureka CA,49,2019-06-24
Fargo-Valley City ND,12,2019-06-24
Flint-Saginaw-Bay City MI,11,2019-06-24
Florence-Myrtle Beach SC,12,2019-06-24
Fresno-Visalia CA,6,2019-06-24
Ft. Myers-Naples FL,9,2019-06-24
Ft. Smith-Fayetteville-Springdale-Rogers AR,12,2019-06-24
Ft. Wayne IN,23,2019-06-24
Gainesville FL,18,2019-06-24
Grand Junction-Montrose CO,40,2019-06-24
Grand Rapids-Kalamazoo-Battle Creek MI,4,2019-06-24
Greensboro-High Point-Winston Salem NC,8,2019-06-24
Greenville-Spartanburg SC-Asheville NC-Anderson SC,8,2019-06-24
Harlingen-Weslaco-Brownsville-McAllen TX,6,2019-06-24
Harrisburg-Lancaster-Lebanon-York PA,5,2019-06-24
Hartford & New Haven CT,9,2019-06-24
Honolulu HI,7,2019-06-24
Houston TX,4,2019-06-24
Huntsville-Decatur (Florence) AL,8,2019-06-24
Idaho Falls-Pocatello ID,28,2019-06-24
Indianapolis IN,7,2019-06-24
Jackson MS,18,2019-06-24
Jacksonville FL,10,2019-06-24
Johnstown-Altoona PA,10,2019-06-24
Jonesboro AR,44,2019-06-24
Kansas City MO,7,2019-06-24
Knoxville TN,10,2019-06-24
Lafayette LA,15,2019-06-24
Lansing MI,17,2019-06-24
Las Vegas NV,4,2019-06-24
Lexington KY,13,2019-06-24
Lincoln & Hastings-Kearney NE,11,2019-06-24
Little Rock-Pine Bluff AR,6,2019-06-24
Los Angeles CA,7,2019-06-24
Louisville KY,7,2019-06-24
Macon GA,13,2019-06-24
Madison WI,8,2019-06-24
Marquette MI,40,2019-06-24
Memphis TN,8,2019-06-24
Miami-Ft. Lauderdale FL,4,2019-06-24
Milwaukee WI,5,2019-06-24
Minneapolis-St. Paul MN,5,2019-06-24
Minot-Bismarck-Dickinson(Williston) ND,19,2019-06-24
Mobile AL-Pensacola (Ft. Walton Beach) FL,5,2019-06-24
Monterey-Salinas CA,10,2019-06-24
Montgomery (Selma) AL,28,2019-06-24
Nashville TN,4,2019-06-24
New Orleans LA,5,2019-06-24
New York NY,7,2019-06-24
Norfolk-Portsmouth-Newport News VA,10,2019-06-24
Oklahoma City OK,12,2019-06-24
Omaha NE,7,2019-06-24
Orlando-Daytona Beach-Melbourne FL,5,2019-06-24
Paducah KY-Cape Girardeau MO-Harrisburg-Mount Vernon IL,16,2019-06-24
Palm Springs CA,18,2019-06-24
Peoria-Bloomington IL,11,2019-06-24
Philadelphia PA,8,2019-06-24
Phoenix AZ,4,2019-06-24
Pittsburgh PA,8,2019-06-24
Portland OR,11,2019-06-24
Portland-Auburn ME,24,2019-06-24
Providence RI-New Bedford MA,12,2019-06-24
Raleigh-Durham (Fayetteville) NC,6,2019-06-24
Reno NV,12,2019-06-24
Richmond-Petersburg VA,6,2019-06-24
Rochester MN-Mason City IA-Austin MN,18,2019-06-24
Rochester NY,13,2019-06-24
Rockford IL,16,2019-06-24
Sacramento-Stockton-Modesto CA,11,2019-06-24
Salisbury MD,14,2019-06-24
Salt Lake City UT,6,2019-06-24
San Antonio TX,4,2019-06-24
San Diego CA,6,2019-06-24
San Francisco-Oakland-San Jose CA,7,2019-06-24
Santa Barbara-Santa Maria-San Luis Obispo CA,19,2019-06-24
Savannah GA,7,2019-06-24
Seattle-Tacoma WA,9,2019-06-24
Shreveport LA,10,2019-06-24
Sioux Falls(Mitchell) SD,12,2019-06-24
South Bend-Elkhart IN,27,2019-06-24
Spokane WA,7,2019-06-24
Springfield MO,7,2019-06-24
Springfield-Holyoke MA,10,2019-06-24
St. Louis MO,7,2019-06-24
Syracuse NY,7,2019-06-24
Tallahassee FL-Thomasville GA,10,2019-06-24
Tampa-St. Petersburg (Sarasota) FL,7,2019-06-24
Terre Haute IN,28,2019-06-24
Toledo OH,11,2019-06-24
Topeka KS,17,2019-06-24
Traverse City-Cadillac MI,12,2019-06-24
Tri-Cities TN-VA,11,2019-06-24
Tucson (Sierra Vista) AZ,9,2019-06-24
Tulsa OK,10,2019-06-24
Tyler-Longview(Lufkin & Nacogdoches) TX,12,2019-06-24
Utica NY,31,2019-06-24
Victoria TX,100,2019-06-24
Waco-Temple-Bryan TX,7,2019-06-24
Washington DC (Hagerstown MD),9,2019-06-24
Watertown NY,34,2019-06-24
Wausau-Rhinelander WI,17,2019-06-24
West Palm Beach-Ft. Pierce FL,8,2019-06-24
Wheeling WV-Steubenville OH,29,2019-06-24
Wichita-Hutchinson KS,14,2019-06-24
Wilkes Barre-Scranton PA,11,2019-06-24
Wilmington NC,25,2019-06-24
Yakima-Pasco-Richland-Kennewick WA,11,2019-06-24
Youngstown OH,13,2019-06-24
Albuquerque-Santa Fe NM,6,2019-07-01
Atlanta GA,2,2019-07-01
Augusta GA,19,2019-07-01
Austin TX,7,2019-07-01
Baltimore MD,4,2019-07-01
Binghamton NY,42,2019-07-01
Birmingham AL,6,2019-07-01
Boston MA-Manchester NH,3,2019-07-01
Champaign & Springfield-Decatur IL,15,2019-07-01
Charleston SC,11,2019-07-01
Charlotte NC,3,2019-07-01
Chicago IL,3,2019-07-01
Dallas-Ft. Worth TX,2,2019-07-01
Davenport IA-Rock Island-Moline IL,18,2019-07-01
Denver CO,2,2019-07-01
Des Moines-Ames IA,16,2019-07-01
Detroit MI,3,2019-07-01
Flint-Saginaw-Bay City MI,12,2019-07-01
Florence-Myrtle Beach SC,13,2019-07-01
Ft. Wayne IN,19,2019-07-01
Grand Rapids-Kalamazoo-Battle Creek MI,8,2019-07-01
Great Falls MT,98,2019-07-01
Greensboro-High Point-Winston Salem NC,7,2019-07-01
Greenville-Spartanburg SC-Asheville NC-Anderson SC,5,2019-07-01
Harrisburg-Lancaster-Lebanon-York PA,6,2019-07-01
Hartford & New Haven CT,5,2019-07-01
Honolulu HI,8,2019-07-01
Houston TX,4,2019-07-01
Huntsville-Decatur (Florence) AL,26,2019-07-01
Indianapolis IN,4,2019-07-01
Jacksonville FL,6,2019-07-01
Kansas City MO,4,2019-07-01
Lansing MI,20,2019-07-01
Las Vegas NV,8,2019-07-01
Los Angeles CA,4,2019-07-01
Louisville KY,6,2019-07-01
Medford-Klamath Falls OR,27,2019-07-01
Memphis TN,8,2019-07-01
Miami-Ft. Lauderdale FL,2,2019-07-01
Milwaukee WI,4,2019-07-01
