geoName,NBA Finals,date
Missoula MT,0,2019-10-21
Mobile AL-Pensacola (Ft. Walton Beach) FL,0,2019-10-21
Monroe LA-El Dorado AR,0,2019-10-21
Monterey-Salinas CA,20,2019-10-21
Montgomery (Selma) AL,28,2019-10-21
Nashville TN,11,2019-10-21
New Orleans LA,7,2019-10-21
New York NY,7,2019-10-21
Norfolk-Portsmouth-Newport News VA,15,2019-10-21
North Platte NE,0,2019-10-21
Odessa-Midland TX,0,2019-10-21
Oklahoma City OK,13,2019-10-21
Omaha NE,10,2019-10-21
Orlando-Daytona Beach-Melbourne FL,6,2019-10-21
Ottumwa IA-Kirksville MO,0,2019-10-21
Paducah KY-Cape Girardeau MO-Harrisburg-Mount Vernon IL,0,2019-10-21
Palm Springs CA,0,2019-10-21
Panama City FL,0,2019-10-21
Parkersburg WV,0,2019-10-21
Peoria-Bloomington IL,0,2019-10-21
Philadelphia PA,11,2019-10-21
Phoenix AZ,11,2019-10-21
Pittsburgh PA,8,2019-10-21
Portland OR,7,2019-10-21
Portland-Auburn ME,13,2019-10-21
Presque Isle ME,0,2019-10-21
Providence RI-New Bedford MA,15,2019-10-21
Quincy IL-Hannibal MO-Keokuk IA,0,2019-10-21
Raleigh-Durham (Fayetteville) NC,9,2019-10-21
Rapid City SD,0,2019-10-21
Reno NV,0,2019-10-21
Richmond-Petersburg VA,18,2019-10-21
Roanoke-Lynchburg VA,12,2019-10-21
Rochester MN-Mason City IA-Austin MN,0,2019-10-21
Rochester NY,12,2019-10-21
Rockford IL,0,2019-10-21
Sacramento-Stockton-Modesto CA,8,2019-10-21
Salisbury MD,0,2019-10-21
Salt Lake City UT,8,2019-10-21
San Angelo TX,0,2019-10-21
San Antonio TX,20,2019-10-21
San Diego CA,8,2019-10-21
San Francisco-Oakland-San Jose CA,11,2019-10-21
Santa Barbara-Santa Maria-San Luis Obispo CA,0,2019-10-21
Savannah GA,0,2019-10-21
Seattle-Tacoma WA,7,2019-10-21
Sherman TX-Ada OK,57,2019-10-21
Shreveport LA,20,2019-10-21
Sioux City IA,0,2019-10-21
Sioux Falls(Mitchell) SD,0,2019-10-21
South Bend-Elkhart IN,18,2019-10-21
Spokane WA,13,2019-10-21
Springfield MO,15,2019-10-21
Springfield-Holyoke MA,27,2019-10-21
St. Joseph MO,0,2019-10-21
St. Louis MO,5,2019-10-21
Syracuse NY,0,2019-10-21
Tallahassee FL-Thomasville GA,30,2019-10-21
Tampa-St. Petersburg (Sarasota) FL,10,2019-10-21
Terre Haute IN,53,2019-10-21
Toledo OH,14,2019-10-21
Topeka KS,0,2019-10-21
Traverse City-Cadillac MI,29,2019-10-21
Tri-Cities TN-VA,0,2019-10-21
Tucson (Sierra Vista) AZ,0,2019-10-21
Tulsa OK,0,2019-10-21
Twin Falls ID,0,2019-10-21
Tyler-Longview(Lufkin & Nacogdoches) TX,0,2019-10-21
Utica NY,59,2019-10-21
Victoria TX,0,2019-10-21
Waco-Temple-Bryan TX,32,2019-10-21
Washington DC (Hagerstown MD),9,2019-10-21
Watertown NY,0,2019-10-21
Wausau-Rhinelander WI,0,2019-10-21
West Palm Beach-Ft. Pierce FL,14,2019-10-21
Wheeling WV-Steubenville OH,0,2019-10-21
Wichita Falls TX & Lawton OK,0,2019-10-21
Wichita-Hutchinson KS,28,2019-10-21
Wilkes Barre-Scranton PA,0,2019-10-21
Wilmington NC,0,2019-10-21
Yakima-Pasco-Richland-Kennewick WA,45,2019-10-21
Youngstown OH,0,2019-10-21
Yuma AZ-El Centro CA,0,2019-10-21
Zanesville OH,0,2019-10-21
Abilene-Sweetwater TX,0,2019-10-28
Albany GA,16,2019-10-28
Albany-Schenectady-Troy NY,3,2019-10-28
Albuquerque-Santa Fe NM,3,2019-10-28
Alexandria LA,0,2019-10-28
Alpena MI,0,2019-10-28
Amarillo TX,11,2019-10-28
Anchorage AK,11,2019-10-28
Atlanta GA,3,2019-10-28
Augusta GA,8,2019-10-28
Austin TX,3,2019-10-28
Bakersfield CA,0,2019-10-28
Baltimore MD,2,2019-10-28
Bangor ME,0,2019-10-28
Baton Rouge LA,6,2019-10-28
Beaumont-Port Arthur TX,0,2019-10-28
Bend OR,0,2019-10-28
"Billings, MT",0,2019-10-28
Biloxi-Gulfport MS,0,2019-10-28
Binghamton NY,0,2019-10-28
Birmingham AL,5,2019-10-28
Bluefield-Beckley-Oak Hill WV,0,2019-10-28
Boise ID,0,2019-10-28
Boston MA-Manchester NH,1,2019-10-28
Bowling Green KY,24,2019-10-28
Buffalo NY,3,2019-10-28
Burlington VT-Plattsburgh NY,6,2019-10-28
Butte-Bozeman MT,0,2019-10-28
Casper-Riverton WY,0,2019-10-28
Cedar Rapids-Waterloo-Iowa City & Dubuque IA,8,2019-10-28
Champaign & Springfield-Decatur IL,10,2019-10-28
Charleston SC,5,2019-10-28
Charleston-Huntington WV,6,2019-10-28
Charlotte NC,2,2019-10-28
Charlottesville VA,0,2019-10-28
Chattanooga TN,4,2019-10-28
Cheyenne WY-Scottsbluff NE,0,2019-10-28
Chicago IL,3,2019-10-28
Chico-Redding CA,0,2019-10-28
Cincinnati OH,7,2019-10-28
Clarksburg-Weston WV,0,2019-10-28
Cleveland-Akron (Canton) OH,3,2019-10-28
Colorado Springs-Pueblo CO,4,2019-10-28
Columbia SC,13,2019-10-28
Columbia-Jefferson City MO,0,2019-10-28
Columbus GA,9,2019-10-28
Columbus OH,3,2019-10-28
Columbus-Tupelo-West Point MS,6,2019-10-28
Corpus Christi TX,9,2019-10-28
Dallas-Ft. Worth TX,2,2019-10-28
Davenport IA-Rock Island-Moline IL,7,2019-10-28
Dayton OH,0,2019-10-28
Denver CO,2,2019-10-28
Des Moines-Ames IA,4,2019-10-28
Detroit MI,2,2019-10-28
Dothan AL,0,2019-10-28
Duluth MN-Superior WI,0,2019-10-28
El Paso TX,5,2019-10-28
Elmira NY,0,2019-10-28
Erie PA,0,2019-10-28
Eugene OR,0,2019-10-28
Eureka CA,34,2019-10-28
Evansville IN,8,2019-10-28
Fairbanks AK,0,2019-10-28
Fargo-Valley City ND,8,2019-10-28
Flint-Saginaw-Bay City MI,5,2019-10-28
Florence-Myrtle Beach SC,6,2019-10-28
Fresno-Visalia CA,0,2019-10-28
Ft. Myers-Naples FL,0,2019-10-28
Ft. Smith-Fayetteville-Springdale-Rogers AR,18,2019-10-28
Ft. Wayne IN,0,2019-10-28
Gainesville FL,11,2019-10-28
Glendive MT,0,2019-10-28
Grand Junction-Montrose CO,26,2019-10-28
Grand Rapids-Kalamazoo-Battle Creek MI,2,2019-10-28
Great Falls MT,0,2019-10-28
Green Bay-Appleton WI,11,2019-10-28
Greensboro-High Point-Winston Salem NC,5,2019-10-28
Greenville-New Bern-Washington NC,0,2019-10-28
Greenville-Spartanburg SC-Asheville NC-Anderson SC,0,2019-10-28
Greenwood-Greenville MS,0,2019-10-28
Harlingen-Weslaco-Brownsville-McAllen TX,0,2019-10-28
Harrisburg-Lancaster-Lebanon-York PA,2,2019-10-28
Harrisonburg VA,0,2019-10-28
Hartford & New Haven CT,1,2019-10-28
Hattiesburg-Laurel MS,0,2019-10-28
Helena MT,0,2019-10-28
Honolulu HI,7,2019-10-28
Houston TX,3,2019-10-28
Huntsville-Decatur (Florence) AL,5,2019-10-28
Idaho Falls-Pocatello ID,0,2019-10-28
Indianapolis IN,2,2019-10-28
Jackson MS,0,2019-10-28
Jackson TN,0,2019-10-28
Jacksonville FL,5,2019-10-28
Johnstown-Altoona PA,6,2019-10-28
Jonesboro AR,28,2019-10-28
Joplin MO-Pittsburg KS,16,2019-10-28
Juneau AK,0,2019-10-28
Kansas City MO,3,2019-10-28
Knoxville TN,4,2019-10-28
La Crosse-Eau Claire WI,9,2019-10-28
Lafayette IN,0,2019-10-28
Lafayette LA,10,2019-10-28
Lake Charles LA,0,2019-10-28
Lansing MI,0,2019-10-28
Laredo TX,0,2019-10-28
Las Vegas NV,2,2019-10-28
Lexington KY,8,2019-10-28
Lima OH,0,2019-10-28
Lincoln & Hastings-Kearney NE,0,2019-10-28
Little Rock-Pine Bluff AR,4,2019-10-28
Los Angeles CA,2,2019-10-28
Louisville KY,2,2019-10-28
Lubbock TX,0,2019-10-28
Macon GA,0,2019-10-28
Madison WI,4,2019-10-28
Mankato MN,34,2019-10-28
Marquette MI,0,2019-10-28
Medford-Klamath Falls OR,12,2019-10-28
Memphis TN,3,2019-10-28
Meridian MS,0,2019-10-28
Miami-Ft. Lauderdale FL,3,2019-10-28
Milwaukee WI,3,2019-10-28
Minneapolis-St. Paul MN,3,2019-10-28
Minot-Bismarck-Dickinson(Williston) ND,0,2019-10-28
Missoula MT,0,2019-10-28
Mobile AL-Pensacola (Ft. Walton Beach) FL,0,2019-10-28
Monroe LA-El Dorado AR,0,2019-10-28
Monterey-Salinas CA,14,2019-10-28
Montgomery (Selma) AL,0,2019-10-28
Nashville TN,2,2019-10-28
New Orleans LA,0,2019-10-28
New York NY,2,2019-10-28
Norfolk-Portsmouth-Newport News VA,2,2019-10-28
North Platte NE,0,2019-10-28
Odessa-Midland TX,11,2019-10-28
Oklahoma City OK,3,2019-10-28
Omaha NE,3,2019-10-28
Orlando-Daytona Beach-Melbourne FL,3,2019-10-28
Ottumwa IA-Kirksville MO,0,2019-10-28
Paducah KY-Cape Girardeau MO-Harrisburg-Mount Vernon IL,0,2019-10-28
Palm Springs CA,0,2019-10-28
Panama City FL,15,2019-10-28
Parkersburg WV,0,2019-10-28
Peoria-Bloomington IL,7,2019-10-28
Philadelphia PA,3,2019-10-28
Phoenix AZ,1,2019-10-28
Pittsburgh PA,2,2019-10-28
Portland OR,2,2019-10-28
Portland-Auburn ME,7,2019-10-28
Presque Isle ME,100,2019-10-28
Providence RI-New Bedford MA,0,2019-10-28
Quincy IL-Hannibal MO-Keokuk IA,0,2019-10-28
Raleigh-Durham (Fayetteville) NC,1,2019-10-28
Rapid City SD,0,2019-10-28
Reno NV,0,2019-10-28
Richmond-Petersburg VA,9,2019-10-28
Roanoke-Lynchburg VA,6,2019-10-28
Rochester MN-Mason City IA-Austin MN,13,2019-10-28
Rochester NY,0,2019-10-28
Rockford IL,0,2019-10-28
Sacramento-Stockton-Modesto CA,3,2019-10-28
Salisbury MD,12,2019-10-28
Salt Lake City UT,5,2019-10-28
San Angelo TX,0,2019-10-28
San Antonio TX,4,2019-10-28
San Diego CA,2,2019-10-28
San Francisco-Oakland-San Jose CA,2,2019-10-28
Santa Barbara-Santa Maria-San Luis Obispo CA,0,2019-10-28
Savannah GA,5,2019-10-28
Seattle-Tacoma WA,2,2019-10-28
Sherman TX-Ada OK,0,2019-10-28
Shreveport LA,0,2019-10-28
Sioux City IA,15,2019-10-28
Sioux Falls(Mitchell) SD,8,2019-10-28
South Bend-Elkhart IN,12,2019-10-28
Spokane WA,0,2019-10-28
Springfield MO,3,2019-10-28
Springfield-Holyoke MA,6,2019-10-28
St. Joseph MO,0,2019-10-28
St. Louis MO,2,2019-10-28
Syracuse NY,5,2019-10-28
Tallahassee FL-Thomasville GA,0,2019-10-28
Tampa-St. Petersburg (Sarasota) FL,2,2019-10-28
Terre Haute IN,0,2019-10-28
Toledo OH,0,2019-10-28
Topeka KS,0,2019-10-28
Traverse City-Cadillac MI,0,2019-10-28
Tri-Cities TN-VA,0,2019-10-28
Tucson (Sierra Vista) AZ,4,2019-10-28
Tulsa OK,5,2019-10-28
Twin Falls ID,0,2019-10-28
Tyler-Longview(Lufkin & Nacogdoches) TX,0,2019-10-28
Utica NY,0,2019-10-28
Victoria TX,0,2019-10-28
Waco-Temple-Bryan TX,9,2019-10-28
Washington DC (Hagerstown MD),1,2019-10-28
Watertown NY,0,2019-10-28
Wausau-Rhinelander WI,0,2019-10-28
West Palm Beach-Ft. Pierce FL,2,2019-10-28
Wheeling WV-Steubenville OH,0,2019-10-28
Wichita Falls TX & Lawton OK,0,2019-10-28
Wichita-Hutchinson KS,0,2019-10-28
Wilkes Barre-Scranton PA,7,2019-10-28
Wilmington NC,19,2019-10-28
Yakima-Pasco-Richland-Kennewick WA,0,2019-10-28
Youngstown OH,0,2019-10-28
Yuma AZ-El Centro CA,0,2019-10-28
Zanesville OH,0,2019-10-28
Abilene-Sweetwater TX,100,2019-11-04
Albany GA,0,2019-11-04
Albany-Schenectady-Troy NY,0,2019-11-04
Albuquerque-Santa Fe NM,0,2019-11-04
Alexandria LA,0,2019-11-04
Alpena MI,0,2019-11-04
Amarillo TX,0,2019-11-04
Anchorage AK,0,2019-11-04
Atlanta GA,6,2019-11-04
Augusta GA,19,2019-11-04
Austin TX,4,2019-11-04
Bakersfield CA,0,2019-11-04
Baltimore MD,4,2019-11-04
Bangor ME,0,2019-11-04
Baton Rouge LA,14,2019-11-04
Beaumont-Port Arthur TX,0,2019-11-04
Bend OR,0,2019-11-04
"Billings, MT",52,2019-11-04
Biloxi-Gulfport MS,0,2019-11-04
Binghamton NY,0,2019-11-04
Birmingham AL,6,2019-11-04
Bluefield-Beckley-Oak Hill WV,0,2019-11-04
Boise ID,14,2019-11-04
Boston MA-Manchester NH,2,2019-11-04
Bowling Green KY,0,2019-11-04
Buffalo NY,7,2019-11-04
Burlington VT-Plattsburgh NY,14,2019-11-04
Butte-Bozeman MT,0,2019-11-04
Casper-Riverton WY,0,2019-11-04
Cedar Rapids-Waterloo-Iowa City & Dubuque IA,0,2019-11-04
Champaign & Springfield-Decatur IL,0,2019-11-04
Charleston SC,0,2019-11-04
Charleston-Huntington WV,15,2019-11-04
Charlotte NC,8,2019-11-04
Charlottesville VA,0,2019-11-04
Chattanooga TN,0,2019-11-04
Cheyenne WY-Scottsbluff NE,95,2019-11-04
Chicago IL,5,2019-11-04
Chico-Redding CA,28,2019-11-04
Cincinnati OH,4,2019-11-04
Clarksburg-Weston WV,0,2019-11-04
Cleveland-Akron (Canton) OH,16,2019-11-04
Colorado Springs-Pueblo CO,12,2019-11-04
Columbia SC,0,2019-11-04
Columbia-Jefferson City MO,0,2019-11-04
Columbus GA,0,2019-11-04
Columbus OH,4,2019-11-04
Columbus-Tupelo-West Point MS,0,2019-11-04
Corpus Christi TX,0,2019-11-04
Dallas-Ft. Worth TX,4,2019-11-04
Davenport IA-Rock Island-Moline IL,0,2019-11-04
Dayton OH,0,2019-11-04
Denver CO,5,2019-11-04
Des Moines-Ames IA,9,2019-11-04
Detroit MI,9,2019-11-04
Dothan AL,0,2019-11-04
Duluth MN-Superior WI,0,2019-11-04
El Paso TX,11,2019-11-04
Elmira NY,0,2019-11-04
Erie PA,0,2019-11-04
Eugene OR,19,2019-11-04
Eureka CA,0,2019-11-04
Evansville IN,0,2019-11-04
Fairbanks AK,0,2019-11-04
Fargo-Valley City ND,0,2019-11-04
Flint-Saginaw-Bay City MI,0,2019-11-04
Florence-Myrtle Beach SC,0,2019-11-04
Fresno-Visalia CA,14,2019-11-04
Ft. Myers-Naples FL,9,2019-11-04
Ft. Smith-Fayetteville-Springdale-Rogers AR,0,2019-11-04
Ft. Wayne IN,0,2019-11-04
Gainesville FL,0,2019-11-04
Glendive MT,0,2019-11-04
Grand Junction-Montrose CO,0,2019-11-04
Grand Rapids-Kalamazoo-Battle Creek MI,6,2019-11-04
Great Falls MT,0,2019-11-04
Green Bay-Appleton WI,0,2019-11-04
Greensboro-High Point-Winston Salem NC,7,2019-11-04
Greenville-New Bern-Washington NC,0,2019-11-04
Greenville-Spartanburg SC-Asheville NC-Anderson SC,0,2019-11-04
Greenwood-Greenville MS,0,2019-11-04
Harlingen-Weslaco-Brownsville-McAllen TX,9,2019-11-04
Harrisburg-Lancaster-Lebanon-York PA,0,2019-11-04
Harrisonburg VA,0,2019-11-04
Hartford & New Haven CT,4,2019-11-04
Hattiesburg-Laurel MS,0,2019-11-04
Helena MT,0,2019-11-04
Honolulu HI,0,2019-11-04
Houston TX,7,2019-11-04
Huntsville-Decatur (Florence) AL,0,2019-11-04
Idaho Falls-Pocatello ID,36,2019-11-04
Indianapolis IN,5,2019-11-04
Jackson MS,15,2019-11-04
Jackson TN,0,2019-11-04
Jacksonville FL,6,2019-11-04
Johnstown-Altoona PA,0,2019-11-04
Jonesboro AR,0,2019-11-04
Joplin MO-Pittsburg KS,0,2019-11-04
Juneau AK,0,2019-11-04
Kansas City MO,17,2019-11-04
Knoxville TN,9,2019-11-04
La Crosse-Eau Claire WI,0,2019-11-04
Lafayette IN,0,2019-11-04
Lafayette LA,0,2019-11-04
Lake Charles LA,0,2019-11-04
Lansing MI,0,2019-11-04
Laredo TX,0,2019-11-04
Las Vegas NV,0,2019-11-04
Lexington KY,10,2019-11-04
Lima OH,0,2019-11-04
Lincoln & Hastings-Kearney NE,0,2019-11-04
Little Rock-Pine Bluff AR,0,2019-11-04
Los Angeles CA,7,2019-11-04
Louisville KY,0,2019-11-04
Lubbock TX,0,2019-11-04
Macon GA,0,2019-11-04
Madison WI,10,2019-11-04
Mankato MN,0,2019-11-04
Marquette MI,0,2019-11-04
Medford-Klamath Falls OR,0,2019-11-04
Memphis TN,7,2019-11-04
Meridian MS,0,2019-11-04
Miami-Ft. Lauderdale FL,7,2019-11-04
Milwaukee WI,8,2019-11-04
Minneapolis-St. Paul MN,5,2019-11-04
Minot-Bismarck-Dickinson(Williston) ND,0,2019-11-04
Missoula MT,0,2019-11-04
Mobile AL-Pensacola (Ft. Walton Beach) FL,0,2019-11-04
Monroe LA-El Dorado AR,0,2019-11-04
Monterey-Salinas CA,0,2019-11-04
Montgomery (Selma) AL,24,2019-11-04
Nashville TN,0,2019-11-04
New Orleans LA,0,2019-11-04
New York NY,7,2019-11-04
Norfolk-Portsmouth-Newport News VA,10,2019-11-04
North Platte NE,0,2019-11-04
Odessa-Midland TX,0,2019-11-04
Oklahoma City OK,7,2019-11-04
Omaha NE,16,2019-11-04
Orlando-Daytona Beach-Melbourne FL,4,2019-11-04
Ottumwa IA-Kirksville MO,0,2019-11-04
Paducah KY-Cape Girardeau MO-Harrisburg-Mount Vernon IL,0,2019-11-04
Palm Springs CA,0,2019-11-04
Panama City FL,0,2019-11-04
Parkersburg WV,0,2019-11-04
Peoria-Bloomington IL,0,2019-11-04
Philadelphia PA,5,2019-11-04
Phoenix AZ,4,2019-11-04
Pittsburgh PA,0,2019-11-04
Portland OR,6,2019-11-04
Portland-Auburn ME,0,2019-11-04
Presque Isle ME,0,2019-11-04
Providence RI-New Bedford MA,0,2019-11-04
Quincy IL-Hannibal MO-Keokuk IA,0,2019-11-04
Raleigh-Durham (Fayetteville) NC,3,2019-11-04
Rapid City SD,0,2019-11-04
Reno NV,0,2019-11-04
Richmond-Petersburg VA,7,2019-11-04
Roanoke-Lynchburg VA,0,2019-11-04
Rochester MN-Mason City IA-Austin MN,0,2019-11-04
Rochester NY,10,2019-11-04
Rockford IL,0,2019-11-04
Sacramento-Stockton-Modesto CA,0,2019-11-04
Salisbury MD,0,2019-11-04
Salt Lake City UT,7,2019-11-04
San Angelo TX,0,2019-11-04
San Antonio TX,4,2019-11-04
San Diego CA,3,2019-11-04
San Francisco-Oakland-San Jose CA,7,2019-11-04
Santa Barbara-Santa Maria-San Luis Obispo CA,16,2019-11-04
Savannah GA,0,2019-11-04
Seattle-Tacoma WA,3,2019-11-04
Sherman TX-Ada OK,0,2019-11-04
Shreveport LA,0,2019-11-04
Sioux City IA,0,2019-11-04
Sioux Falls(Mitchell) SD,0,2019-11-04
South Bend-Elkhart IN,15,2019-11-04
Spokane WA,11,2019-11-04
Springfield MO,8,2019-11-04
Springfield-Holyoke MA,15,2019-11-04
St. Joseph MO,0,2019-11-04
St. Louis MO,5,2019-11-04
Syracuse NY,0,2019-11-04
Tallahassee FL-Thomasville GA,34,2019-11-04
Tampa-St. Petersburg (Sarasota) FL,4,2019-11-04
Terre Haute IN,45,2019-11-04
Toledo OH,0,2019-11-04
Topeka KS,0,2019-11-04
Traverse City-Cadillac MI,0,2019-11-04
Tri-Cities TN-VA,19,2019-11-04
Tucson (Sierra Vista) AZ,0,2019-11-04
Tulsa OK,0,2019-11-04
Twin Falls ID,0,2019-11-04
Tyler-Longview(Lufkin & Nacogdoches) TX,0,2019-11-04
Utica NY,0,2019-11-04
Victoria TX,0,2019-11-04
Waco-Temple-Bryan TX,0,2019-11-04
Washington DC (Hagerstown MD),3,2019-11-04
Watertown NY,0,2019-11-04
Wausau-Rhinelander WI,0,2019-11-04
West Palm Beach-Ft. Pierce FL,8,2019-11-04
Wheeling WV-Steubenville OH,0,2019-11-04
Wichita Falls TX & Lawton OK,0,2019-11-04
Wichita-Hutchinson KS,0,2019-11-04
Wilkes Barre-Scranton PA,0,2019-11-04
Wilmington NC,0,2019-11-04
Yakima-Pasco-Richland-Kennewick WA,0,2019-11-04
Youngstown OH,21,2019-11-04
Yuma AZ-El Centro CA,0,2019-11-04
Zanesville OH,0,2019-11-04
Abilene-Sweetwater TX,0,2019-11-11
Albany GA,0,2019-11-11
Albany-Schenectady-Troy NY,9,2019-11-11
Albuquerque-Santa Fe NM,21,2019-11-11
Alexandria LA,0,2019-11-11
Alpena MI,0,2019-11-11
Amarillo TX,34,2019-11-11
Anchorage AK,0,2019-11-11
Atlanta GA,4,2019-11-11
Augusta GA,0,2019-11-11
Austin TX,6,2019-11-11
Bakersfield CA,0,2019-11-11
Baltimore MD,12,2019-11-11
Bangor ME,0,2019-11-11
Baton Rouge LA,0,2019-11-11
Beaumont-Port Arthur TX,0,2019-11-11
Bend OR,72,2019-11-11
"Billings, MT",0,2019-11-11
Biloxi-Gulfport MS,0,2019-11-11
Binghamton NY,0,2019-11-11
Birmingham AL,7,2019-11-11
Bluefield-Beckley-Oak Hill WV,0,2019-11-11
Boise ID,0,2019-11-11
Boston MA-Manchester NH,10,2019-11-11
Bowling Green KY,0,2019-11-11
Buffalo NY,8,2019-11-11
Burlington VT-Plattsburgh NY,18,2019-11-11
Butte-Bozeman MT,0,2019-11-11
Casper-Riverton WY,0,2019-11-11
Cedar Rapids-Waterloo-Iowa City & Dubuque IA,0,2019-11-11
Champaign & Springfield-Decatur IL,16,2019-11-11
Charleston SC,15,2019-11-11
Charleston-Huntington WV,18,2019-11-11
Charlotte NC,8,2019-11-11
Charlottesville VA,49,2019-11-11
Chattanooga TN,0,2019-11-11
Cheyenne WY-Scottsbluff NE,0,2019-11-11
Chicago IL,7,2019-11-11
Chico-Redding CA,0,2019-11-11
Cincinnati OH,14,2019-11-11
Clarksburg-Weston WV,0,2019-11-11
Cleveland-Akron (Canton) OH,10,2019-11-11
Colorado Springs-Pueblo CO,0,2019-11-11
Columbia SC,13,2019-11-11
Columbia-Jefferson City MO,34,2019-11-11
Columbus GA,52,2019-11-11
Columbus OH,7,2019-11-11
Columbus-Tupelo-West Point MS,10,2019-11-11
Corpus Christi TX,0,2019-11-11
Dallas-Ft. Worth TX,7,2019-11-11
Davenport IA-Rock Island-Moline IL,0,2019-11-11
Dayton OH,0,2019-11-11
Denver CO,4,2019-11-11
Des Moines-Ames IA,22,2019-11-11
Detroit MI,9,2019-11-11
Dothan AL,0,2019-11-11
Duluth MN-Superior WI,0,2019-11-11
El Paso TX,0,2019-11-11
Elmira NY,74,2019-11-11
Erie PA,41,2019-11-11
Eugene OR,23,2019-11-11
Eureka CA,100,2019-11-11
Evansville IN,0,2019-11-11
Fairbanks AK,0,2019-11-11
Fargo-Valley City ND,0,2019-11-11
Flint-Saginaw-Bay City MI,15,2019-11-11
Florence-Myrtle Beach SC,19,2019-11-11
Fresno-Visalia CA,0,2019-11-11
Ft. Myers-Naples FL,11,2019-11-11
Ft. Smith-Fayetteville-Springdale-Rogers AR,18,2019-11-11
Ft. Wayne IN,0,2019-11-11
Gainesville FL,34,2019-11-11
Glendive MT,0,2019-11-11
Grand Junction-Montrose CO,0,2019-11-11
Grand Rapids-Kalamazoo-Battle Creek MI,7,2019-11-11
Great Falls MT,0,2019-11-11
Green Bay-Appleton WI,0,2019-11-11
Greensboro-High Point-Winston Salem NC,12,2019-11-11
Greenville-New Bern-Washington NC,40,2019-11-11
Greenville-Spartanburg SC-Asheville NC-Anderson SC,13,2019-11-11
Greenwood-Greenville MS,0,2019-11-11
Harlingen-Weslaco-Brownsville-McAllen TX,11,2019-11-11
Harrisburg-Lancaster-Lebanon-York PA,0,2019-11-11
Harrisonburg VA,0,2019-11-11
Hartford & New Haven CT,6,2019-11-11
Hattiesburg-Laurel MS,0,2019-11-11
Helena MT,0,2019-11-11
Honolulu HI,11,2019-11-11
Houston TX,7,2019-11-11
Huntsville-Decatur (Florence) AL,0,2019-11-11
Idaho Falls-Pocatello ID,0,2019-11-11
Indianapolis IN,6,2019-11-11
Jackson MS,18,2019-11-11
Jackson TN,78,2019-11-11
Jacksonville FL,11,2019-11-11
Johnstown-Altoona PA,19,2019-11-11
Jonesboro AR,0,2019-11-11
Joplin MO-Pittsburg KS,0,2019-11-11
Juneau AK,0,2019-11-11
Kansas City MO,5,2019-11-11
Knoxville TN,11,2019-11-11
La Crosse-Eau Claire WI,28,2019-11-11
Lafayette IN,0,2019-11-11
Lafayette LA,0,2019-11-11
Lake Charles LA,0,2019-11-11
Lansing MI,21,2019-11-11
Laredo TX,61,2019-11-11
Las Vegas NV,8,2019-11-11
Lexington KY,12,2019-11-11
Lima OH,0,2019-11-11
Lincoln & Hastings-Kearney NE,21,2019-11-11
Little Rock-Pine Bluff AR,11,2019-11-11
Los Angeles CA,8,2019-11-11
Louisville KY,8,2019-11-11
Lubbock TX,33,2019-11-11
Macon GA,0,2019-11-11
Madison WI,12,2019-11-11
Mankato MN,0,2019-11-11
Marquette MI,0,2019-11-11
Medford-Klamath Falls OR,0,2019-11-11
Memphis TN,18,2019-11-11
Meridian MS,0,2019-11-11
Miami-Ft. Lauderdale FL,6,2019-11-11
Milwaukee WI,10,2019-11-11
Minneapolis-St. Paul MN,6,2019-11-11
Minot-Bismarck-Dickinson(Williston) ND,0,2019-11-11
Missoula MT,0,2019-11-11
Mobile AL-Pensacola (Ft. Walton Beach) FL,0,2019-11-11
Monroe LA-El Dorado AR,0,2019-11-11
Monterey-Salinas CA,0,2019-11-11
Montgomery (Selma) AL,0,2019-11-11
Nashville TN,0,2019-11-11
New Orleans LA,8,2019-11-11
New York NY,7,2019-11-11
Norfolk-Portsmouth-Newport News VA,9,2019-11-11
North Platte NE,0,2019-11-11
Odessa-Midland TX,0,2019-11-11
Oklahoma City OK,0,2019-11-11
Omaha NE,10,2019-11-11
Orlando-Daytona Beach-Melbourne FL,12,2019-11-11
Ottumwa IA-Kirksville MO,0,2019-11-11
Paducah KY-Cape Girardeau MO-Harrisburg-Mount Vernon IL,21,2019-11-11
Palm Springs CA,36,2019-11-11
Panama City FL,46,2019-11-11
Parkersburg WV,0,2019-11-11
Peoria-Bloomington IL,22,2019-11-11
Philadelphia PA,5,2019-11-11
Phoenix AZ,5,2019-11-11
Pittsburgh PA,5,2019-11-11
Portland OR,4,2019-11-11
Portland-Auburn ME,0,2019-11-11
Presque Isle ME,0,2019-11-11
Providence RI-New Bedford MA,12,2019-11-11
Quincy IL-Hannibal MO-Keokuk IA,0,2019-11-11
Raleigh-Durham (Fayetteville) NC,6,2019-11-11
Rapid City SD,0,2019-11-11
Reno NV,0,2019-11-11
Richmond-Petersburg VA,9,2019-11-11
Roanoke-Lynchburg VA,12,2019-11-11
Rochester MN-Mason City IA-Austin MN,0,2019-11-11
Rochester NY,13,2019-11-11
Rockford IL,0,2019-11-11
Sacramento-Stockton-Modesto CA,5,2019-11-11
Salisbury MD,0,2019-11-11
Salt Lake City UT,10,2019-11-11
San Angelo TX,0,2019-11-11
San Antonio TX,5,2019-11-11
San Diego CA,7,2019-11-11
San Francisco-Oakland-San Jose CA,8,2019-11-11
Santa Barbara-Santa Maria-San Luis Obispo CA,19,2019-11-11
